Zip,Address,List Price,List  Date,Approx Living Area,Approx Total SqFt,Cond,Beds Total,Baths Full,Baths Half,DOM,Close Price,Close Date,SP$/SQFT
70124,238 28th  St ,"$624,900",3/4/2023,"2,147","2,832",EXCE,3,2,1,33,"$620,000",5/11/2023,$288.78
70124,5918 Orleans  Ave ,"$499,999",12/31/2022,"1,740","2,294",EXCE,3,2,0,102,"$499,000",5/12/2023,$286.78
70124,7201 Onyx  St ,"$750,000",2/9/2023,"3,029","3,973",EXCE,3,2,1,56,"$720,000",5/12/2023,$237.70
70118,7509 St Charles  Ave ,"$1,260,000",2/27/2023,"3,287","5,855",EXCE,4,2,1,10,"$1,240,000",5/12/2023,$377.24
70119,2932 Fortin  St ,"$350,000",3/6/2023,960,"1,189",VRGD,2,1,0,5,"$350,000",5/12/2023,$364.58
70115,4217 Baronne  St ,"$579,000",3/13/2023,"1,621","1,621",EXCE,2,2,1,13,"$558,500",5/12/2023,$344.54
70115,3031 Coliseum  St ,"$2,250,000",3/13/2023,"3,798","4,655",EXCE,5,3,1,8,"$2,275,000",5/12/2023,$599.00
70115,3243 Chestnut  St ,"$900,000",3/24/2023,"2,344","2,945",EXCE,3,3,0,1,"$885,000",5/12/2023,$377.56
70115,2509 Joseph  St ,"$539,000",4/15/2023,"2,599","2,863",AVG,5,2,0,1,"$539,000",5/12/2023,$207.39
70118,1033 Joliet  St ,"$1,100,000",4/18/2023,"3,155","5,235",VRGD,3,4,1,5,"$1,100,000",5/12/2023,$348.65
70118,7825 Freret  St ,"$869,000",2/2/2023,"2,484","2,484",VRGD,4,2,1,47,"$800,000",5/15/2023,$322.06
70118,1120 Lowerline  St ,"$400,000",2/22/2023,"2,803","2,950",FAIR,8,3,0,0,"$435,000",5/15/2023,$155.19
70119,1555  N Galvez  St ,"$485,000",3/3/2023,"1,918","2,312",EXCE,4,2,1,10,"$465,000",5/15/2023,$242.44
70115,2314 Soniat  St ,"$535,000",3/14/2023,"1,880","2,753",EXCE,3,2,0,6,"$550,000",5/15/2023,$292.55
70115,935 Seventh  St ,"$525,000",3/16/2023,"1,567","1,631",EXCE,3,2,1,4,"$550,000",5/15/2023,$350.99
70124,900 Bragg  St ,"$479,000",3/18/2023,"1,926","3,182",VRGD,3,2,1,8,"$439,150",5/15/2023,$228.01
70124,6469 Canal  Blvd ,"$435,000",3/23/2023,"1,592","1,904",VRGD,2,2,0,11,"$430,000",5/15/2023,$270.10
70124,5 Snipe  St ,"$599,000",3/31/2023,"2,418","2,500",AVG,4,2,1,18,"$500,000",5/15/2023,$206.78
70124,829 Hidalgo  St ,"$499,000",12/1/2022,"2,815","3,031",VRGD,4,3,0,130,"$500,000",5/16/2023,$177.62
70124,6770 Marshal Foch  St ,"$699,000",2/24/2023,"2,834","3,637",EXCE,4,3,1,21,"$685,000",5/16/2023,$241.71
70118,8834 Birch  St ,"$515,000",3/6/2023,"1,944","2,643",EXCE,3,3,1,6,"$495,000",5/16/2023,$254.63
70124,209 Crystal  St ,"$499,000",4/4/2023,"1,716","2,029",EXCE,3,2,0,13,"$475,000",5/16/2023,$276.81
70119,3207 Belfort  St ,"$370,000",11/20/2022,"1,600","1,836",EXCE,4,2,0,121,"$372,000",5/17/2023,$232.50
70118,8826 Plum  St ,"$399,000",3/3/2023,"1,433","1,480",EXCE,3,2,0,32,"$399,000",5/17/2023,$278.44
70118,6218 Laurel  St ,"$1,775,000",3/16/2023,"4,076","4,731",EXCE,5,4,1,35,"$1,675,000",5/17/2023,$410.94
70115,819 Eleonore  St ,"$1,200,000",3/20/2023,"2,640","3,400",EXCE,3,2,1,15,"$1,125,700",5/18/2023,$426.40
70118,3327 Mistletoe  St ,"$269,000",2/15/2023,"1,600","1,600",EXCE,3,2,0,64,"$269,000",5/19/2023,$168.13
70115,1632 Bordeaux  St ,"$1,375,000",2/28/2023,"3,304","3,554",EXCE,4,3,1,48,"$1,295,000",5/19/2023,$391.95
70118,7328 Freret  St ,"$679,000",3/3/2023,"1,890","2,070",EXCE,3,2,1,1,"$649,000",5/19/2023,$343.39
70115,1925 Upperline  St ,"$765,000",4/20/2023,"1,543","1,795",EXCE,3,2,0,4,"$725,000",5/19/2023,$469.86
70125,2733 Pine  St ,"$299,000",1/2/2023,"1,246","1,344",VRGD,2,1,0,81,"$275,000",5/22/2023,$220.71
70119,2238 New Orleans  St ,"$179,000",1/19/2023,"1,320","1,395",VRGD,3,2,0,61,"$177,000",5/22/2023,$134.09
70119,2321 Bienville  St ,"$319,000",1/21/2023,"1,142","1,247",EXCE,2,2,0,88,"$310,000",5/22/2023,$271.45
70118,9303 Belfast  St ,"$135,000",3/29/2023,"1,080","1,080",AVG,2,1,0,23,"$135,000",5/22/2023,$125.00
70118,6300 Patton  St ,"$1,150,000",4/10/2023,"2,733","3,224",EXCE,4,3,0,0,"$1,100,000",5/22/2023,$402.49
70124,6564 Vicksburg  St ,"$430,000",10/26/2022,"1,554","1,856",EXCE,3,2,0,145,"$388,000",5/23/2023,$249.68
70119,4700 Palmyra  St ,"$429,000",3/14/2023,"1,304","1,927",EXCE,2,2,0,30,"$415,000",5/23/2023,$318.25
70125,457 Audubon  Blvd ,"$499,000",3/20/2023,"1,694","2,226",VRGD,2,2,0,33,"$480,000",5/23/2023,$283.35
70125,7014 Pritchard  Pl ,"$225,000",4/13/2023,"1,889","2,027",FAIR,3,2,0,12,"$192,700",5/23/2023,$102.01
70125,3420 Jefferson  Ave ,"$850,000",1/12/2023,"4,012","4,012",EXCE,4,4,0,82,"$845,000",5/24/2023,$210.62
70115,1414 Louisiana  Ave ,"$1,350,000",1/23/2023,"3,289","3,443",EXCE,5,3,2,75,"$1,275,000",5/24/2023,$387.66
70125,3435 Nashville  Ave ,"$398,000",3/23/2023,"1,450","2,190",EXCE,2,2,0,19,"$398,000",5/24/2023,$274.48
70124,6026 Louisville  St ,"$687,000",3/30/2023,"2,704","3,223",EXCE,4,3,1,2,"$672,500",5/24/2023,$248.71
70124,7018 Vicksburg  St ,"$275,000",2/22/2022,"1,585","1,701",AVG,3,2,0,408,"$266,000",5/25/2023,$167.82
70115,2427 Peniston  St ,"$379,000",2/9/2023,"2,980","3,108",AVG,4,2,0,40,"$365,000",5/25/2023,$122.48
70115,5344 Camp  St ,"$615,000",3/17/2023,"1,478","1,630",EXCE,2,2,0,17,"$598,000",5/25/2023,$404.60
70115,923 Austerlitz  St ,"$775,000",3/23/2023,"2,381","2,591",EXCE,3,2,1,27,"$762,500",5/25/2023,$320.24
70124,5880 Sylvia  Dr ,"$649,000",4/10/2023,"3,028","3,934",EXCE,4,2,1,9,"$623,000",5/25/2023,$205.75
70119,824  N White  St ,"$325,000",4/20/2023,"1,259","1,291",VRGD,3,2,0,6,"$305,000",5/25/2023,$242.26
70118,1131 Henry Clay  Ave ,"$1,825,000",10/10/2022,"4,062","4,173",EXCE,5,4,1,197,"$1,725,000",5/26/2023,$424.67
70119,3509 Iberville  St ,"$679,999",1/4/2023,"2,154","2,370",EXCE,4,3,0,90,"$650,000",5/26/2023,$301.76
70124,6816 Bellaire  Dr ,"$729,000",1/19/2023,"2,671","3,153",NEW,4,3,0,73,"$729,000",5/26/2023,$272.93
70125,4320 Elba  St ,"$415,000",1/30/2023,"1,630","2,050",EXCE,4,3,0,32,"$402,000",5/26/2023,$246.63
70125,4500  S Galvez  St ,"$520,000",2/27/2023,"2,482","3,670",VRGD,3,3,0,58,"$500,000",5/26/2023,$201.45
70125,3344 Vincennes  Pl ,"$429,000",3/14/2023,"2,100","2,350",VRGD,3,2,1,47,"$410,000",5/26/2023,$195.24
70115,1118 Valence  St ,"$995,000",3/21/2023,"2,299","3,420",EXCE,3,2,0,3,"$1,054,000",5/26/2023,$458.46
70119,215  N Genois  St ,"$725,000",3/27/2023,"2,349","3,081",EXCE,4,3,0,23,"$680,000",5/26/2023,$289.48
70115,1136 Arabella  St ,"$799,000",4/2/2023,"1,625","1,750",EXCE,2,2,1,9,"$770,955",5/26/2023,$474.43
70115,5009 Tchoupitoulas  St ,"$289,000",4/20/2023,"1,008","1,250",AVG,2,1,0,13,"$190,000",5/26/2023,$188.49
70119,2235 Iberville  St ,"$200,000",5/4/2023,"1,792","1,792",AVG,0,0,2,15,"$150,000",5/26/2023,$83.71
70124,1 Rail  St ,"$875,000",3/14/2023,"2,984","4,500",VRGD,4,2,1,48,"$825,000",5/30/2023,$276.47
70115,1217 Jena  St ,"$725,000",3/31/2023,"1,615","1,615",EXCE,3,2,0,18,"$702,018",5/30/2023,$434.69
70124,6155 Catina  St ,"$649,000",4/3/2023,"1,924","2,424",EXCE,4,3,0,14,"$625,000",5/30/2023,$324.84
70118,8418 Sycamore  St ,"$599,000",4/10/2023,"2,218","2,218",VRGD,3,2,0,8,"$585,000",5/30/2023,$263.75
70119,1354 Moss  St ,"$869,000",4/13/2023,"2,061","2,224",FAIR,3,2,0,29,"$800,000",5/30/2023,$388.16
70115,2915 Camp  St ,"$1,000,000",1/30/2023,"2,714","3,033",VRGD,3,2,2,66,"$950,000",5/31/2023,$350.04
70118,2220 Palmer  Ave ,"$1,275,000",2/6/2023,"3,923","4,422",EXCE,5,3,0,30,"$1,175,000",5/31/2023,$299.52
70125,5403  S Prieur  St ,"$775,000",4/5/2023,"3,800","4,000",EXCE,5,2,1,10,"$747,000",5/31/2023,$196.58
70124,922 Hidalgo  St ,"$559,900",4/13/2023,"1,438","1,856",EXCE,3,2,0,4,"$554,900",5/31/2023,$385.88
70119,4716 Palmyra  St ,"$425,000",4/20/2023,"1,638","1,925",VRGD,3,2,0,7,"$436,000",5/31/2023,$266.18
70125,3508 Calhoun  St ,"$219,000",4/21/2023,701,815,VRGD,2,1,0,6,"$200,000",5/31/2023,$285.31
70115,4500 Camp  St ,"$1,190,000",4/21/2023,"1,984","3,436",EXCE,4,2,0,4,"$1,060,000",5/31/2023,$534.27
70119,3048 Ponce De Leon  St ,"$435,000",4/28/2023,"1,066","1,356",EXCE,2,2,0,9,"$440,000",5/31/2023,$412.76
70125,7017  S Claiborne  Ave ,"$379,000",11/15/2022,"1,878","2,022",VRGD,3,3,0,167,"$379,000",6/1/2023,$201.81
70119,4701 Toulouse  St ,"$599,000",1/13/2023,"3,066","3,162",VRGD,2,3,0,91,"$597,500",6/1/2023,$194.88
70124,6604 Beauregard  Ave ,"$899,000",3/25/2023,"3,230","3,690",EXCE,4,3,0,6,"$841,000",6/1/2023,$260.37
70119,221  N Miro  St ,"$550,000",3/30/2023,"1,967","2,200",VRGD,4,3,0,30,"$550,000",6/1/2023,$279.61
70125,4258 Vendome  Pl ,"$765,000",4/4/2023,"2,663","3,300",EXCE,3,3,1,14,"$735,000",6/1/2023,$276.00
70124,5641 Charles  Pl ,"$529,000",4/16/2023,"2,124","2,764",EXCE,3,2,1,8,"$508,000",6/1/2023,$239.17
70125,4113 Thalia  St ,"$300,000",4/27/2023,"1,527","1,701",EXCE,3,3,0,6,"$286,000",6/2/2023,$187.30
70115,4427 Annunciation  St ,"$675,000",4/28/2023,"2,048","2,187",EXCE,3,3,0,6,"$665,000",6/2/2023,$324.71
70125,5029  S Prieur  St ,"$459,000",5/4/2023,"1,302","1,302",EXCE,3,2,0,4,"$461,500",6/2/2023,$354.45
70124,6207 Memphis  St ,"$665,000",10/14/2022,"3,150","3,700",VRGD,5,3,1,196,"$625,000",6/5/2023,$198.41
70118,236 Audubon  Blvd ,"$1,595,000",12/5/2022,"4,205","4,205",EXCE,4,3,1,151,"$1,395,000",6/5/2023,$331.75
70115,3515 South Liberty  St ,"$439,000",1/29/2023,"1,765","2,125",EXCE,3,2,1,93,"$439,000",6/5/2023,$248.73
70115,3820 Constance  St ,"$220,000",3/17/2023,"1,250","1,250",FAIR,3,2,0,18,"$200,000",6/5/2023,$160.00
70118,3108 Live Oak  St ,"$195,000",3/29/2023,"1,300","1,300",VRGD,3,2,0,53,"$150,000",6/5/2023,$115.38
70124,440 40th  St ,"$549,900",4/10/2023,"2,185","5,624",EXCE,4,2,0,29,"$522,500",6/5/2023,$239.13
70124,419 14th  St ,"$799,000",4/17/2023,"2,702","3,254",EXCE,4,3,0,12,"$775,000",6/5/2023,$286.82
70115,1610 Soniat  St ,"$1,100,000",4/24/2023,"3,220","3,220",VRGD,4,3,1,3,"$955,000",6/5/2023,$296.58
70115,4424 Lasalle  St ,"$879,000",5/4/2023,"3,000","3,198",EXCE,3,3,1,8,"$879,000",6/5/2023,$293.00
70125,3535 Delachaise  St ,"$329,000",1/23/2023,"1,811","1,985",EXCE,3,2,1,82,"$326,000",6/6/2023,$180.01
70118,2120 Pine  St ,"$595,000",3/14/2023,"1,424","3,160",VRGD,3,3,0,13,"$595,000",6/6/2023,$417.84
70115,5213 Laurel  St ,"$760,000",3/22/2023,,,EXCE,4,2,1,76,"$760,000",6/6/2023,
70118,8920 Apricot  St ,"$110,000",5/16/2023,990,"1,372",AVG,2,2,0,6,"$115,000",6/6/2023,$116.16
70125,1716  S Gayoso  St ,"$398,000",4/24/2023,"1,808","2,027",EXCE,3,2,1,7,"$398,000",6/7/2023,$220.13
70118,2537 Hamilton  St ,"$210,000",1/6/2023,"1,644","1,644",EXCE,3,2,0,141,"$217,000",6/8/2023,$132.00
70118,8016 Hickory  St ,"$649,000",4/11/2023,"1,554","2,133",EXCE,3,2,0,13,"$639,000",6/8/2023,$411.20
70115,1464 Nashville  Ave ,"$1,299,000",1/24/2023,"2,877","2,877",VRGD,3,3,1,93,"$1,120,520",6/9/2023,$389.48
70115,2834 Milan  St ,"$364,999",1/30/2023,"1,496","1,628",VRGD,3,2,0,88,"$348,000",6/9/2023,$232.62
70119,2918 Conti  St ,"$445,000",4/19/2023,"1,785","2,092",VRGD,3,2,1,6,"$457,500",6/9/2023,$256.30
70115,3526 Laurel  St ,"$515,000",4/25/2023,"1,965","2,000",VRGD,2,2,0,5,"$502,000",6/9/2023,$255.47
70124,6452 Argonne  Blvd ,"$949,000",5/1/2023,"2,925","3,447",EXCE,5,3,0,2,"$949,000",6/9/2023,$324.44
70124,6803 Louis Xiv  St ,"$1,120,000",10/17/2022,"3,500","4,182",EXCE,4,4,0,191,"$1,095,000",6/12/2023,$312.86
70124,307 Florida  Blvd ,"$449,000",3/3/2023,"1,655","1,843",NEW,3,2,0,66,"$440,000",6/12/2023,$265.86
70124,6971 Vicksburg  St ,"$875,000",3/25/2023,"3,043","3,952",EXCE,3,3,1,21,"$850,000",6/12/2023,$279.33
70125,3027 Audubon  St ,"$345,000",3/30/2023,"1,886","2,052",NEW,3,2,1,49,"$345,000",6/12/2023,$182.93
70124,33  W Park  Pl ,"$385,000",4/13/2023,"1,150","1,390",EXCE,2,1,1,4,"$383,000",6/12/2023,$333.04
70119,317  N Bernadotte  St ,"$469,000",4/14/2023,"1,588","1,716",VRGD,3,2,0,6,"$469,000",6/12/2023,$295.34
70119,1405 Moss  St ,"$1,395,000",5/4/2023,"2,998","4,039",VRGD,4,3,0,8,"$1,409,000",6/12/2023,$469.98
70119,2437 Ursulines  Ave ,"$120,000",7/8/2022,"2,066","2,066",AVG,2,1,0,205,"$108,000",6/13/2023,$52.27
70115,5213 Tchoupitoulas  St ,"$415,000",3/31/2023,"1,047","1,047",EXCE,2,2,0,53,"$380,000",6/13/2023,$362.94
70115,4219 Loyola  Ave ,"$579,000",4/11/2023,"1,936","2,142",VRGD,3,3,0,21,"$550,000",6/13/2023,$284.09
70118,932 Joliet  St ,"$375,000",5/5/2023,"1,150","1,227",EXCE,2,1,0,4,"$362,000",6/13/2023,$314.78
70115,3201 Danneel  St ,"$410,000",11/9/2022,"1,941","2,043",NEW,3,2,1,168,"$395,000",6/14/2023,$203.50
70119,2401 Saint Anthony  St ,"$49,900",2/6/2023,"1,370","1,485",POOR,2,1,1,75,"$51,000",6/14/2023,$37.23
70115,520 Valmont  St ,"$399,000",9/7/2022,"1,200","1,200",AVG,2,2,0,178,"$360,000",6/15/2023,$300.00
70119,1961  N Galvez  St ,"$229,000",2/28/2023,"1,252","1,554",EXCE,2,2,0,68,"$225,000",6/15/2023,$179.71
70125,4315  S Johnson  St ,"$435,000",3/8/2023,"1,632","1,783",EXCE,3,2,0,27,"$430,000",6/15/2023,$263.48
70125,4922  S Miro  St ,"$599,000",3/31/2023,"2,147","2,402",EXCE,3,2,1,39,"$599,000",6/15/2023,$278.99
70124,5449 Dayna  Ct ,"$775,000",4/4/2023,"3,158","3,973",EXCE,4,3,0,1,"$775,000",6/15/2023,$245.41
70124,6516 Bellaire  Dr ,"$899,000",4/13/2023,"4,254","6,390",EXCE,5,4,0,2,"$940,000",6/15/2023,$220.97
70115,1117 Marengo  St ,"$775,000",4/17/2023,"2,158","2,574",EXCE,3,2,0,7,"$785,000",6/15/2023,$363.76
70125,2909 Broadway  St ,"$365,000",4/21/2023,"1,732","1,944",EXCE,3,2,1,14,"$365,000",6/15/2023,$210.74
70124,6004 Canal  Blvd ,"$815,000",4/3/2023,"3,119","3,644",EXCE,4,3,0,13,"$809,000",6/16/2023,$259.38
70115,2401 Octavia  St ,"$950,000",4/11/2023,"3,592","4,987",VRGD,5,3,0,34,"$930,000",6/16/2023,$258.91
70125,3108 Broadway  St ,"$245,000",4/14/2023,"1,290","1,290",EXCE,3,2,0,28,"$245,000",6/16/2023,$189.92
70119,4538 Toulouse  St ,"$525,000",4/21/2023,"1,812","2,307",EXCE,4,2,0,24,"$525,000",6/16/2023,$289.74
70124,6658 Memphis  St ,"$799,000",5/1/2023,"2,562","3,280",EXCE,4,3,0,9,"$784,000",6/16/2023,$306.01
70115,727 Nashville  Ave ,"$895,000",5/2/2023,"2,088","2,200",EXCE,3,3,0,15,"$890,000",6/16/2023,$426.25
70118,7632 Hampson  St ,"$1,750,000",5/8/2023,"3,859","5,606",EXCE,4,3,1,14,"$1,674,900",6/16/2023,$434.02
70115,3201 St Thomas  St ,"$440,000",5/15/2023,"1,150","1,270",VRGD,2,2,0,2,"$470,000",6/16/2023,$408.70
70124,839 Louque  Pl ,"$450,000",5/17/2023,"1,514","1,635",VRGD,4,2,0,7,"$455,000",6/16/2023,$300.53
70118,7739 Cohn  St ,"$475,000",5/22/2023,"1,697","1,927",VRGD,3,2,0,1,"$485,000",6/16/2023,$285.80
70118,2239 State  St ,"$1,125,000",1/10/2023,"3,200","3,600",VRGD,3,3,1,98,"$1,076,000",6/20/2023,$336.25
70119,2630 Palmyra  St ,"$165,000",3/8/2023,"1,224","4,950",VRGD,3,1,0,7,"$145,000",6/20/2023,$118.46
70115,3701 Loyola  Ave ,"$525,000",3/13/2023,"2,074","2,703",EXCE,3,2,1,68,"$513,000",6/20/2023,$247.35
70115,2012 Seventh  St ,"$279,000",3/28/2023,"1,094","5,311",VRGD,2,2,0,39,"$279,000",6/20/2023,$255.03
70115,4510 Annunciation  St ,"$999,000",5/8/2023,"2,776","2,821",EXCE,5,4,0,3,"$999,000",6/20/2023,$359.87
70115,5824 Magnolia  St ,"$665,000",5/15/2023,"2,067","4,440",EXCE,3,2,0,1,"$655,000",6/20/2023,$316.88
70119,3049 Orleans  Ave ,"$399,500",2/10/2023,"1,540","1,700",EXCE,3,2,0,91,"$390,000",6/21/2023,$253.25
70119,1632  N Miro  St ,"$225,000",5/8/2023,"1,440","1,546",VRGD,3,2,0,8,"$225,000",6/21/2023,$156.25
70115,5826  S Robertson  St ,"$399,999",2/27/2023,"1,228","1,370",VRGD,2,2,0,59,"$385,000",6/22/2023,$313.52
70115,2531 Valence  St ,"$595,000",3/27/2023,"2,104","2,393",EXCE,3,2,0,18,"$575,000",6/22/2023,$273.29
70124,6964 Vicksburg  St ,"$1,275,000",3/28/2023,"4,105","5,217",EXCE,4,3,2,10,"$1,260,500",6/22/2023,$307.06
70115,3005 Danneel  St ,"$325,000",4/12/2023,"1,480","1,480",EXCE,3,2,0,54,"$297,000",6/22/2023,$200.68
70115,4523  S Liberty  St ,"$245,000",5/5/2023,"2,141","2,141",FAIR,3,2,1,48,"$210,000",6/22/2023,$98.09
70119,3211 Conti  St ,"$110,000",6/9/2023,627,803,AVG,2,1,0,1,"$126,000",6/22/2023,$200.96
70119,4322 D'hemecourt  St ,"$300,000",7/14/2022,"1,438","1,438",EXCE,3,2,0,298,"$300,000",6/23/2023,$208.62
70119,3221 Grand Route St John  St ,"$799,000",3/1/2023,"2,243","2,945",EXCE,3,3,1,84,"$770,000",6/23/2023,$343.29
70125,4256 Vendome  Pl ,"$825,000",3/13/2023,"3,264","3,273",EXCE,4,3,1,64,"$772,000",6/23/2023,$236.52
70115,612 Robert  St ,"$385,000",3/14/2023,917,973,EXCE,2,1,0,5,"$385,000",6/23/2023,$419.85
70124,8 Maryland  Dr ,"$550,000",3/16/2023,"1,886","2,410",VRGD,3,2,1,54,"$550,000",6/23/2023,$291.62
70124,6168 Milne  Blvd ,"$349,000",3/30/2023,"1,283","2,110",EXCE,3,1,0,36,"$335,000",6/23/2023,$261.11
70124,447 Amethyst  St ,"$499,000",5/8/2023,"2,489","2,489",VRGD,4,3,0,2,"$490,000",6/23/2023,$196.87
70124,110 28th  St ,"$415,000",8/17/2022,"1,897","2,167",EXCE,3,2,0,275,"$385,000",6/26/2023,$202.95
70124,340 Fairway  Dr ,"$2,340,000",9/6/2022,"4,600","6,550",EXCE,4,3,1,199,"$1,900,000",6/26/2023,$413.04
70124,6807 Memphis  St ,"$485,000",3/23/2023,"1,713","2,475",EXCE,3,2,0,68,"$473,000",6/26/2023,$276.12
70119,413  S Norman Francis  Pkwy ,"$495,000",3/28/2023,"1,813","2,337",EXCE,3,2,1,54,"$465,000",6/26/2023,$256.48
70118,8329 Sycamore  Pl ,"$435,000",4/27/2023,"3,208","5,010",AVG,4,2,1,8,"$385,000",6/26/2023,$120.01
70115,4101 Tchoupitoulas  St ,"$650,000",5/1/2023,"2,304","2,388",VRGD,4,2,1,32,"$610,000",6/26/2023,$264.76
70115,3612 Camp  St ,"$1,086,000",5/1/2023,"2,772","3,356",EXCE,4,4,0,15,"$1,025,000",6/26/2023,$369.77
70124,6724 Vicksburg  St ,"$550,500",5/7/2023,,,,,,,50,"$550,500",6/26/2023,
70115,3000 Chippewa  St ,"$799,000",5/22/2023,"1,492","1,884",EXCE,3,2,0,4,"$790,000",6/26/2023,$529.49
70118,6120 Magnolia  St ,"$615,000",5/13/2023,"1,696","1,696",EXCE,4,2,0,4,"$615,000",6/27/2023,$362.62
70124,154 Middle Park  Pl ,"$349,000",6/1/2023,"1,254","1,400",EXCE,2,1,0,9,"$332,000",6/27/2023,$264.75
70115,1305 Milan  St ,"$830,000",12/4/2022,"3,797","4,389",AVG,4,4,0,139,"$750,000",6/28/2023,$197.52
70115,2321 Seventh  St ,"$299,000",3/28/2023,"1,600","3,750",VRGD,3,2,0,53,"$305,000",6/28/2023,$190.63
70115,1006 Milan  St ,"$1,225,000",4/10/2023,"3,020","3,400",EXCE,4,3,1,4,"$1,200,000",6/28/2023,$397.35
70115,1516 Leontine  St ,"$575,000",1/12/2023,"1,346","1,632",VRGD,2,2,0,138,"$520,000",6/29/2023,$386.33
70119,2757 Bienville  St ,"$525,000",3/20/2023,"2,165","2,381",EXCE,4,2,1,51,"$535,000",6/29/2023,$247.11
70115,822 9th  St ,"$479,000",4/14/2023,"1,526","1,526",EXCE,4,2,0,54,"$438,000",6/29/2023,$287.02
70115,4117 Loyola  Ave ,"$450,000",4/18/2023,"1,470","1,575",VRGD,2,2,0,28,"$440,000",6/29/2023,$299.32
70124,6507 Vicksburg  St ,"$525,000",5/23/2023,"1,915","2,331",EXCE,3,2,1,3,"$537,500",6/29/2023,$280.68
70119,3254 Castiglione  St ,"$349,000",5/24/2023,"1,350","1,516",EXCE,4,2,0,4,"$360,000",6/29/2023,$266.67
70118,1938 State  St ,"$2,195,000",10/4/2022,"4,077","4,958",EXCE,4,4,1,239,"$2,150,000",6/30/2023,$527.35
70115,4938 Annunciation  St ,"$899,000",2/26/2023,"2,310","2,400",EXCE,3,2,1,111,"$825,000",6/30/2023,$357.14
70115,1813 Toledano  St ,"$420,000",3/9/2023,"1,440","1,608",EXCE,3,2,0,88,"$420,000",6/30/2023,$291.67
70118,9536 Stroelitz  St ,"$155,000",4/27/2023,"1,151","1,151",AVG,2,2,0,26,"$150,000",6/30/2023,$130.32
70115,1429 Seventh  St ,"$3,450,000",5/7/2023,"6,302","7,302",EXCE,6,4,1,1,"$3,505,000",6/30/2023,$556.17
70115,5319 Annunciation  St ,"$549,000",5/9/2023,"1,500","1,800",VRGD,3,2,0,13,"$532,000",6/30/2023,$354.67
70119,3229 Bienville  St ,"$530,000",5/12/2023,"1,642","1,716",EXCE,3,2,1,13,"$527,500",6/30/2023,$321.25
70115,1830 Constantinople  St ,"$425,000",5/16/2023,"1,644","1,676",AVG,3,3,0,2,"$425,000",6/30/2023,$258.52
70115,4106 Constance  St ,"$749,000",5/16/2023,"2,300","2,526",VRGD,3,3,0,5,"$749,000",6/30/2023,$325.65
70118,7812 Pearl  St ,"$425,000",5/18/2023,"1,057","1,093",VRGD,2,1,0,12,"$425,000",6/30/2023,$402.08
70119,3504 Palmyra  St ,"$575,000",5/19/2023,"1,964","2,000",EXCE,3,2,1,9,"$570,000",6/30/2023,$290.22
70124,31  W Park  Pl ,"$395,000",5/26/2023,"1,334","1,854",EXCE,2,2,0,26,"$372,500",6/30/2023,$279.24
70118,1921 Cambronne  St ,"$495,000",5/26/2023,"1,846","1,997",EXCE,3,2,1,7,"$495,000",6/30/2023,$268.15
70119,2832 Ponce De Leon  St ,"$399,000",5/27/2023,"1,086","1,166",VRGD,2,1,0,9,"$430,000",6/30/2023,$395.95
70119,2829 Grand Rte Saint John  St ,"$1,250,000",5/27/2023,"3,605","3,775",EXCE,4,3,0,4,"$1,225,000",6/30/2023,$339.81
70118,2626 Palmer  Ave ,"$599,000",5/30/2023,"1,752","2,239",EXCE,4,2,0,10,"$585,000",6/30/2023,$333.90
70115,3318 Constance  St ,"$675,000",6/8/2023,"2,054","2,392",VRGD,3,2,0,2,"$665,000",6/30/2023,$323.76
70124,6980 Louisville  St ,"$1,269,000",6/9/2023,"3,541","4,228",NEW,5,4,0,5,"$1,256,000",6/30/2023,$354.70
70125,6401 Fontainebleau  Dr ,"$1,150,000",4/29/2023,"5,791","6,812",FAIR,6,4,0,3,"$1,075,000",7/3/2023,$185.63
70115,1202 Octavia  St ,"$1,495,000",6/3/2023,"3,055","3,226",VRGD,4,3,0,0,"$1,495,000",7/3/2023,$489.36
70115,5376 Laurel  St ,"$425,000",6/6/2023,"1,251","1,381",EXCE,2,2,0,1,"$425,000",7/3/2023,$339.73
70115,3014 Constance  St ,"$625,000",5/15/2023,"1,885","2,242",EXCE,3,2,0,4,"$610,000",7/6/2023,$323.61
70119,1656  N Tonti  St ,"$174,000",3/6/2023,"1,008","1,192",VRGD,2,1,0,77,"$166,400",7/7/2023,$165.08
70118,6035 Pitt  St ,"$1,598,000",4/26/2023,"3,904","4,421",EXCE,4,4,1,29,"$1,500,000",7/7/2023,$384.22
70125,102 Fontainebleau  Dr ,"$510,000",5/5/2023,"1,500","2,023",VRGD,2,2,0,4,"$510,000",7/7/2023,$340.00
70119,200  N Norman C Francis  Pkwy ,"$499,000",5/10/2023,"1,774","2,109",EXCE,3,2,0,5,"$517,000",7/7/2023,$291.43
70115,939 Jefferson  Ave ,"$1,199,000",5/15/2023,"2,723","2,900",EXCE,3,3,1,13,"$1,170,000",7/7/2023,$429.67
70124,17 Stilt  St ,"$715,000",6/5/2023,"3,028","3,466",VRGD,4,4,0,5,"$700,000",7/7/2023,$231.18
70115,3723 Carondelet  St ,"$1,650,000",1/3/2023,"3,706","4,884",EXCE,4,3,1,100,"$1,525,000",7/10/2023,$411.49
